Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Brechin Place, South Kensington  SW7","£2,900,000",Apartment,3.0,2.0,"1,416 sq ft"
"Edith Grove, SW10","£2,900,000",Terraced,5.0,4.0,"2,453 sq ft"
"Gunterstone Road, London, W14","£2,900,000",Terraced,6.0,3.0,"3,209 sq ft"
"Earlham Street, London, WC2H","£2,900,000",Block of Apartments,4.0,3.0,"1,574 sq ft"
"Millbank, London, SW1P","£2,900,000",Flat,2.0,2.0,"1,325 sq ft"
"Holmdale Road, West Hampstead, NW6","£2,900,000",Terraced,8.0,4.0,Ask agent
"Casson Square, Waterloo, London","£2,900,000",Penthouse,2.0,2.0,Ask agent
"Eccleston Mews, Belgravia, London, SW1X","£2,900,000",Apartment,3.0,3.0,"1,528 sq ft"
"Conduit Mews, London","£2,900,000",Town House,4.0,3.0,Ask agent
"Brechin Place, South Kensington, London, SW7","£2,900,000",Flat,3.0,2.0,"1,456 sq ft"
"Albert Court, Palgrave Gardens, NW1","£2,900,000",Apartment,3.0,3.0,"2,337 sq ft"
"The Corniche, 23 Albert Embankment, London","£2,900,000",Apartment,3.0,3.0,"1,677 sq ft"
Fairholme Road,"£2,900,000",Apartment,12.0,12.0,"2,201 sq ft"
"8 Casson Square, London, SE1","£2,900,000",Penthouse,2.0,2.0,Ask agent
"Onslow Square, South Kensington","£2,900,000",Flat,3.0,2.0,Ask agent
"Draycott Avenue, London, SW3","£2,900,000",Flat,4.0,2.0,Ask agent
"Cascade Way, White City, W12","£2,900,000",Apartment,3.0,4.0,"1,523 sq ft"
"Gunterstone Road, West Kensington","£2,900,000",Terraced,6.0,3.0,Ask agent
"Randolph Avenue, 
Paddington, W9","£2,900,000",Flat,4.0,2.0,"1,838 sq ft"
"Edith Grove, Chelsea","£2,900,000",House,4.0,3.0,Ask agent
"Trinity Road, London, SW18","£2,899,950",Semi-Detached,5.0,4.0,"3,515 sq ft"
"Dartmouth Road, London, NW2","£2,899,950",Detached,8.0,6.0,"4,215 sq ft"
"Princedale Road, London, W11","£2,895,000",Terraced,3.0,2.0,"1,421 sq ft"
"Lots Road, London, SW10","£2,895,000",Terraced,5.0,4.0,"1,893 sq ft"
"Triptych Bankside, 185 Park Street, London, SE1","£2,895,000",Apartment,2.0,2.0,"1,175 sq ft"
"Princedale Road, London, W11","£2,895,000",House,3.0,2.0,"1,421 sq ft"
"Holland Park, Holland Park, London, W11","£2,895,000",Apartment,3.0,2.0,"1,888 sq ft"
"Houndsditch, One Bishopsgate Plaza","£2,895,000",Flat,2.0,2.0,Ask agent
"Montagu Square, London, W1H","£2,895,000",Flat,3.0,3.0,Ask agent
"Lexham Mews, London, W8","£2,895,000",Mews,3.0,2.0,"1,722 sq ft"
"Princedale Road, Notting Hill","£2,895,000",Terraced,3.0,2.0,Ask agent
"Holland Park, London, W11","£2,895,000",Apartment,3.0,2.0,"1,887 sq ft"
"Triptych Bankside, Triptych Place, London","£2,895,000",Flat,3.0,3.0,"1,466 sq ft"
"Manor Mews, St John's Wood, NW8","£2,875,000",House,3.0,3.0,"2,093 sq ft"
"Abbey Road, St John's Wood, London, NW8","£2,875,000",Mews,3.0,3.0,"2,093 sq ft"
"Abbey Road, St. John's Wood, NW8","£2,875,000",Semi-Detached,3.0,3.0,"2,093 sq ft"
"Manor Mews, Abbey Road, London, NW8","£2,875,000",Semi-Detached,3.0,3.0,"2,098 sq ft"
"Hyde Park Square, 
Hyde Park, W2","£2,875,000",Terraced,5.0,3.0,"2,454 sq ft"
"Lincoln Avenue, Wimbledon, London, SW19","£2,875,000",Semi-Detached,6.0,5.0,"3,542 sq ft"
"Hyde Park Square, Hyde Park Estate","£2,875,000",Terraced,4.0,3.0,Ask agent
"2 Principal Place, Principal Tower, London, EC2A","£2,860,000",Penthouse,2.0,2.0,"1,369 sq ft"
"Worship Street, Shoreditch, London, EC2A","£2,860,000",Flat,2.0,2.0,Ask agent
"Marsh Lane, Mill Hill, NW7","£2,850,000",Detached,5.0,5.0,"3,766 sq ft"
"Montana Road, West Wimbledon, SW20","£2,850,000",Detached,5.0,4.0,"2,920 sq ft"
"Hesper Mews, London, SW5","£2,850,000",Terraced,3.0,2.0,"1,764 sq ft"
"Battersea Square, London, SW11","£2,850,000",Duplex,3.0,3.0,"2,236 sq ft"
"Belgrave Road, 
Barnes, SW13","£2,850,000",Semi-Detached,5.0,3.0,"3,172 sq ft"
"Hyde Park Gardens Mews, London, W2","£2,850,000",Mews,3.0,3.0,"1,629 sq ft"
"Hestercombe Avenue, Fulham, London, SW6","£2,850,000",End of Terrace,4.0,2.0,"2,626 sq ft"
"Queen's Gate, London, SW7","£2,850,000",Penthouse,4.0,3.0,"1,972 sq ft"
"Sispara Gardens, London, SW18","£2,850,000",Semi-Detached,7.0,3.0,"4,070 sq ft"
"Limerston Street, London, SW10","£2,850,000",Terraced,4.0,3.0,"1,827 sq ft"
"78-79 White Lion Street, London, N1","£2,850,000",Block of Apartments,12.0,,"4,776 sq ft"
"Balfour Place, Mayfair","£2,850,000",Flat,2.0,2.0,"1,001 sq ft"
"Westbourne Terrace, W2","£2,850,000",Apartment,4.0,4.0,"2,185 sq ft"
"Kingsley Place, Highgate Village, London, N6","£2,850,000",Semi-Detached,4.0,3.0,Ask agent
"Lambert Street, 
Barnsbury, N1","£2,850,000",End of Terrace,3.0,2.0,Ask agent
"West Heath Drive, Golders Green, NW11","£2,850,000",Semi-Detached,5.0,3.0,Ask agent
"Kynance Mews, South Kensington SW7","£2,850,000",Terraced,4.0,3.0,"1,416 sq ft"
"St. George Wharf, London, SW8","£2,850,000",Apartment,4.0,3.0,"1,843 sq ft"
"Kensington Gardens Square, London, W2","£2,850,000",Apartment,3.0,3.0,"1,636 sq ft"
"Bywater Street, Chelsea SW3","£2,850,000",House,3.0,2.0,Ask agent
"St Stephen's Close, St John's Wood, NW8","£2,850,000",Apartment,4.0,4.0,"2,363 sq ft"
"Ernle Road, Wimbledon, SW20","£2,850,000",Detached,5.0,2.0,"2,200 sq ft"
"St. Peter's Street, London, N1","£2,850,000",House,3.0,1.0,"1,978 sq ft"
"Albert Hall Mansions, Kensington Gore, Knightsbridge, London, SW7","£2,850,000",Apartment,3.0,2.0,"1,558 sq ft"
"Bridge House, St George Wharf, London, SW8","£2,850,000",Apartment,4.0,3.0,"1,843 sq ft"
"ONE BLACKFRIARS, BLACKFRIARS ROAD, LONDON, SE1","£2,850,000",Apartment,3.0,2.0,"1,508 sq ft"
"Melrose Road, London","£2,850,000",Semi-Detached,5.0,3.0,"2,595 sq ft"
"Albany, London, W1J","£2,850,000",Apartment,2.0,1.0,"1,162 sq ft"
"Pembridge Square, London, W2","£2,850,000",Apartment,2.0,2.0,"1,185 sq ft"
"Queen's Gate, London","£2,850,000",Flat,4.0,3.0,"1,950 sq ft"
"Grosvenor Hill Court, Bourdon Street, Mayfair, London, W1K, United Kingdom","£2,850,000",Flat,2.0,2.0,"1,317 sq ft"
"Chapel Lofts, Belmont Street, Camden, NW1","£2,850,000",House,4.0,4.0,Ask agent
"Marsh Lane, Mill Hill, London, NW7","£2,850,000",Detached,5.0,4.0,"3,815 sq ft"
"Canonbury Park North, Islington, London, N1","£2,850,000",Semi-Detached,4.0,2.0,Ask agent
"Lancelot Place, London, SW7","£2,750,000",Apartment,2.0,2.0,"1,330 sq ft"
"De Vere Gardens, 
Kensington, W8","£2,850,000",Flat,2.0,3.0,"1,922 sq ft"
"Shacklewell Lane, London E8","£2,850,000",Terraced,4.0,3.0,"2,809 sq ft"
"Limerston Street, Chelsea, London","£2,850,000",House,4.0,3.0,"1,830 sq ft"
"Cranley Gardens, 
South Kensington, SW7","£2,850,000",Flat,2.0,2.0,"1,385 sq ft"
"Layer Gardens, London","£2,850,000",House,6.0,3.0,Ask agent
"One Blackfriars, 1-16 Blackfriars Road, London","£2,850,000",Apartment,3.0,2.0,"1,750 sq ft"
"Linden Lea, Hampstead Garden Suburb","£2,850,000",Semi-Detached,5.0,2.0,Ask agent
"Queensmere Road, Wimbledon, London, SW19","£2,850,000",Detached,5.0,2.0,"2,969 sq ft"
"Palliser Road, Barons Court, London, W14","£2,850,000",Terraced,4.0,3.0,"2,541 sq ft"
"Belmont Street, London, NW1","£2,850,000",House,4.0,3.0,Ask agent
"White City Living, White City, W12","£2,850,000",Flat,3.0,3.0,"1,677 sq ft"
"Grosvenor Gardens, Temple Fortune, NW11","£2,850,000",Detached,8.0,4.0,Ask agent
"Belmont Street, Chalk Farm","£2,850,000",Apartment,4.0,4.0,"2,895 sq ft"
"Lower Merton Rise, Primrose Hill, London, NW3","£2,850,000",Terraced,6.0,4.0,"2,374 sq ft"
"Young Street, London, W8","£2,850,000",Flat,2.0,2.0,924 sq ft
"Hestercombe Avenue, 
Fulham, SW6","£2,850,000",End of Terrace,4.0,2.0,"2,809 sq ft"
"Kensington Gardens Square, Notting Hill, W2","£2,850,000",Apartment,3.0,3.0,"1,636 sq ft"
"The Knightsbridge Apartments, SW7","£2,850,000",Apartment,1.0,1.0,835 sq ft
"Westbourne Terrace, Bayswater","£2,850,000",Flat,4.0,4.0,Ask agent
"Lower Merton Rise, Primrose Hill, NW3","£2,850,000",Town House,6.0,4.0,"2,374 sq ft"
"Cheval Place, SW7","£2,850,000",Terraced,3.0,2.0,"1,238 sq ft"
"Lennox Gardens, London SW1X","£2,850,000",Flat,3.0,2.0,"1,557 sq ft"
"Limerston Street, 
Chelsea, SW10","£2,850,000",Terraced,4.0,3.0,"1,833 sq ft"
"Kingsley Place, London, N6","£2,850,000",End of Terrace,4.0,3.0,"1,842 sq ft"
"Westbourne Terrace, Hyde Park","£2,850,000",Flat,4.0,4.0,Ask agent
"Pembridge Square, London, W2","£2,850,000",Flat,2.0,2.0,"1,040 sq ft"
"Cassini Apartments, Cascade Way, White City Living, London W12","£2,850,000",Apartment,3.0,3.0,Ask agent
"One Blackfriars, London, SE1","£2,850,000",Apartment,3.0,2.0,"1,645 sq ft"
"Alderney Street, Pimlico","£2,850,000",Terraced,6.0,3.0,Ask agent
"Great Portland Street, London","£2,840,000",Flat,2.0,2.0,891 sq ft
"Great Portland Street, Marylebone, London, W1W","£2,840,000",Flat,2.0,2.0,891 sq ft
"Great Portland Street, Marylebone, W1W","£2,840,000",Apartment,2.0,2.0,891 sq ft
"W1 Place, 204 Great Portland Street","£2,840,000",Apartment,2.0,1.0,894 sq ft
"Great Portland Street, London, W1W","£2,840,000",Apartment,2.0,2.0,891 sq ft
"Great Portland Street, W1W","£2,840,000",Flat,2.0,2.0,891 sq ft
"W1 Place, Great Portland Street, London, W1W","£2,840,000",Apartment,2.0,2.0,891 sq ft
"W1 PLACE, GREAT PORTLAND STREET, London, W1W","£2,840,000",Flat,2.0,1.0,891 sq ft
W1 Place,"£2,840,000",Apartment,2.0,2.0,891 sq ft
"Great Portland Street, London, W1W 5","£2,840,000",Apartment,2.0,2.0,"9,591 sq ft"
"2 Principal Place, Worship Street, London","£2,835,000",Flat,2.0,2.0,"14,876 sq ft"
"Principal Place, EC2A","£2,835,000",Block of Apartments,2.0,2.0,"1,382 sq ft"
"Principal Place, Worship Street, London, EC2A","£2,835,000",Apartment,3.0,3.0,"1,373 sq ft"
"Principal Tower, Shoreditch, London","£2,835,000",Penthouse,2.0,2.0,"1,373 sq ft"
"Principal Tower, London, EC2A","£2,835,000",Apartment,2.0,2.0,"1,373 sq ft"
"Worship Street, Shoreditch, EC2A","£2,835,000",Apartment,3.0,3.0,"1,372 sq ft"
"Principal Place, Worship Street, London, EC2A","£2,835,000",Flat,2.0,2.0,"1,373 sq ft"
"Northampton Square, London, EC1V","£2,750,000",Terraced,6.0,3.0,Ask agent
"Sherriff Road, West Hampstead, NW6","£2,825,000",Semi-Detached,4.0,4.0,"2,728 sq ft"
"Sherriff Road, London, NW6","£2,825,000",Semi-Detached,4.0,4.0,"2,530 sq ft"
"1 Hampstead Lane,
London,
N6 4RS","£2,810,000",Retirement Property,2.0,2.0,"1,575 sq ft"
"Powerhouse, Chelsea Waterfront,  Lots Road, Chelsea, London  SW10 0QD","£2,810,000",Flat,4.0,4.0,"1,636 sq ft"
"1 Hampstead Lane,
London,
N6 4RS","£2,810,000",Apartment,2.0,2.0,"1,513 sq ft"
Queen'S Gate London SW7,"£2,800,000",Apartment,3.0,2.0,Ask agent
"Cascade Way, London, W12","£2,800,000",Flat,3.0,3.0,"1,523 sq ft"
"Ramsden Road, SW12","£2,800,000",Semi-Detached,5.0,3.0,"2,856 sq ft"
"Seymour Road, Wimbledon Village, SW19","£2,800,000",Semi-Detached,5.0,5.0,"3,306 sq ft"
"Old Brompton Road, Earls Court, London, SW5","£2,800,000",Flat,3.0,3.0,"2,038 sq ft"
"Mallord Street, Chelsea, London","£2,800,000",Flat,3.0,2.0,"1,615 sq ft"
"Randolph Avenue, Maida Vale, London","£2,800,000",Flat,4.0,3.0,Ask agent
"Worship Street, London, EC2A","£2,800,000",Apartment,2.0,2.0,"1,373 sq ft"
"Duke Street, Mayfair, London, W1K","£2,800,000",Flat,3.0,3.0,"1,264 sq ft"
"Albert Hall Mansions, Prince Consort Road, South Kensington, SW7","£2,800,000",Flat,2.0,2.0,Ask agent
"Page Mews, Battersea, London, SW11","£2,800,000",House,5.0,3.0,"2,845 sq ft"
"Randolph Avenue, London, W9","£2,800,000",Apartment,4.0,3.0,"2,027 sq ft"
"Penthouse, Principal Tower, London","£2,800,000",Apartment,2.0,2.0,"1,373 sq ft"
"Duke Street Mansions, 
60 Duke Street, W1K","£2,800,000",Flat,3.0,3.0,"1,350 sq ft"
"Goldhurst Terrace, South Hampstead  London","£2,800,000",House,6.0,2.0,Ask agent
"Woodyard Lane, Dulwich Village, London, SE21","£2,800,000",Link Detached House,5.0,3.0,"3,394 sq ft"
"Belvedere Road, London, SE1","£2,800,000",Apartment,2.0,2.0,"1,361 sq ft"
"3 Belsize Crescent, London, NW3 5QY","£2,800,000",House,,,"2,259 sq ft"
"Kendal Street, London, W2","£2,800,000",Terraced,4.0,3.0,"2,068 sq ft"
"Southway, Totteridge","£2,795,000",Detached,6.0,4.0,"4,211 sq ft"
"Powis Terrace, Notting Hill W11","£2,800,000",Maisonette,2.0,2.0,"1,314 sq ft"
"Principal Tower, Shoreditch, London","£2,800,000",Penthouse,2.0,3.0,"1,369 sq ft"
"Duke Street, Mayfair, London W1K","£2,800,000",Flat,3.0,3.0,"1,286 sq ft"
"John Islip Street, London, SW1P","£2,800,000",Apartment,3.0,3.0,Ask agent
"Kendal Street, Hyde Park, London, W2","£2,800,000",Terraced,4.0,4.0,"2,111 sq ft"
"Richmond Hill, Richmond, Surrey, TW10","£2,800,000",Apartment,2.0,2.0,"1,279 sq ft"
"Switch House East, Battersea Power Station","£2,800,000",Apartment,2.0,2.0,"1,319 sq ft"
"The Corniche, Albert Embankment, London, SE1","£2,800,000",Flat,3.0,3.0,"1,535 sq ft"
"Heathcroft, Ealing, W5","£2,800,000",Detached,5.0,2.0,Ask agent
"Randolph Avenue, London, W9","£2,800,000",Apartment,4.0,3.0,Ask agent
"Portugal Street, London, WC2A","£2,800,000",Apartment,2.0,2.0,958 sq ft
"Gilkes Crescent, Dulwich Village, London, SE21","£2,800,000",Semi-Detached,4.0,5.0,"2,524 sq ft"
"Waterfront Drive, Imperial Wharf, SW10","£2,800,000",Apartment,3.0,3.0,"1,451 sq ft"
"Airedale Avenue, Chiswick","£2,800,000",House,6.0,7.0,Ask agent
"Gatti House, Strand, London, WC2R","£2,800,000",Apartment,2.0,2.0,"1,403 sq ft"
London,"£2,799,999",Flat,3.0,3.0,Ask agent
"Danes Court, 1-3 St. Edmunds Terrace, London, NW8","£2,799,999",Apartment,3.0,3.0,"1,985 sq ft"
"Tedworth Square, London, SW3","£2,795,000",Apartment,2.0,2.0,"1,400 sq ft"
"Stone Hall, Stone Hall Gardens, London, W8","£2,795,000",Apartment,2.0,2.0,"1,557 sq ft"
"Tedworth Square, London","£2,795,000",Apartment,2.0,2.0,Ask agent
"Hyde Park Gardens, London, W2","£2,795,000",Flat,2.0,2.0,"1,096 sq ft"
"Lansdowne Gardens, South Lambeth","£2,795,000",House,4.0,3.0,Ask agent
"Tedworth Square, 
Chelsea, SW3","£2,795,000",Maisonette,2.0,2.0,"1,365 sq ft"
"Triptych Bankside, London","£2,795,000",Flat,3.0,3.0,"1,466 sq ft"
"Campion Road, Putney, London, SW15","£2,795,000",Detached,6.0,1.0,"3,531 sq ft"
"Gunter Grove, Chelsea, London, SW10","£2,795,000",Semi-Detached,4.0,3.0,"2,191 sq ft"
"Hyde Park Gardens, Hyde Park, London, W2, United Kingdom","£2,795,000",Flat,2.0,2.0,"1,096 sq ft"
"Gunter Grove, Chelsea","£2,795,000",Semi-Detached,3.0,2.0,Ask agent
"Tretawn Park, Mill Hill, London, NW7","£2,795,000",Detached,5.0,3.0,Ask agent
"Tretawn Park, Mill Hill","£2,795,000",Detached,5.0,3.0,Ask agent
"Cole Park Road, Twickenham, TW1","£2,790,000",Detached,6.0,4.0,"3,680 sq ft"
"Viceroy Court, 
58-74 Prince Albert Road, NW8","£2,790,000",Flat,3.0,3.0,"1,506 sq ft"
"Holland Park, London","£2,780,000",Flat,2.0,2.0,"1,260 sq ft"
"River Park Tower, One Nine Elms, London","£2,778,000",Flat,3.0,3.0,"1,518 sq ft"
"Queensdale Place, London, Kensington & Chelsea, W11","£2,775,000",End of Terrace,3.0,3.0,"1,637 sq ft"
"Great Portland Street, Fitzrovia, W1W","£2,760,000",Apartment,2.0,2.0,926 sq ft
"Worship Street, Shoreditch, EC2A","£2,760,000",Apartment,3.0,3.0,"1,461 sq ft"
"St James's Gardens, London, W11","£2,750,000",Apartment,3.0,2.0,"1,499 sq ft"
"Uxbridge Road, Hanwell, W7","£2,750,000",Land,,,Ask agent
"Cathcart Road, Chelsea, London","£2,750,000",Flat,4.0,2.0,"1,953 sq ft"
"Gowan Avenue, London, SW6","£2,750,000",Terraced,5.0,5.0,"2,830 sq ft"
"Warwick Gardens, 
High Street Kensington, W14","£2,750,000",Flat,3.0,3.0,"2,258 sq ft"
Orleans Road,"£2,750,000",Detached,3.0,3.0,"1,915 sq ft"
"West Heath Gardens, Hampstead, London","£2,750,000",Detached,4.0,3.0,Ask agent
"Sandringham House, Earls Way, London, SE1","£2,750,000",Apartment,3.0,3.0,"1,678 sq ft"
"Bentinck Close, 76-82 Prince Albert Road, London, NW8","£2,750,000",Apartment,3.0,3.0,"1,752 sq ft"
"Belgravia House, SW1X","£5,000,000",Apartment,3.0,3.0,"1,562 sq ft"
"Pelham Place, London, SW7","£5,500,000",End of Terrace,4.0,3.0,"2,415 sq ft"
"Davies Street, Mayfair, London, W1K","£5,500,000",Flat,3.0,3.0,"1,718 sq ft"
Arundel Street London WC2R,"£5,500,000",Apartment,3.0,3.0,Ask agent
"Hyde Park Street, 
Hyde Park, W2","£5,500,000",Flat,4.0,3.0,"2,898 sq ft"
"Hyde Park Street, London, W2","£5,500,000",Apartment,4.0,4.0,Ask agent
"Hendon Avenue, London, N3","£5,500,000",Detached,7.0,7.0,"7,820 sq ft"
Kensington,"£5,500,000",Apartment,3.0,3.0,Ask agent
"Portland Road, London, W11","£5,500,000",Terraced,5.0,3.0,Ask agent
"Albert Gate Court, Knightsbridge, London, SW1X, United Kingdom","£5,500,000",Penthouse,3.0,3.0,"1,836 sq ft"
"Eaton Square, London, SW1W","£5,500,000",Penthouse,3.0,2.0,"1,603 sq ft"
"Montague Road, 
Richmond, TW10","£5,500,000",House,5.0,5.0,Ask agent
"Queen's Gate Gardens, London, SW7","£5,500,000",Apartment,3.0,3.0,"3,142 sq ft"
"Dovehouse Street, Chelsea, London, SW3, United Kingdom","£5,500,000",House,4.0,2.0,"2,529 sq ft"
"The Grange, Wimbledon Village, SW19","£5,500,000",Detached,6.0,4.0,"4,173 sq ft"
"Markham Square, Chelsea, London, SW3","£5,500,000",Terraced,5.0,3.0,"2,425 sq ft"
"Kensington High Street, London, W14","£5,500,000",Penthouse,3.0,3.0,"2,137 sq ft"
"George Street, London, W1H","£5,500,000",Terraced,7.0,4.0,"3,944 sq ft"
"Montague Road, Richmond, Surrey, TW10","£5,500,000",Terraced,5.0,5.0,Ask agent
"Queen's Gate Mews, London, SW7","£5,500,000",Mews,4.0,4.0,"2,551 sq ft"
"Stanhope Gardens, London","£5,500,000",Terraced,5.0,5.0,"2,806 sq ft"
"Blenheim Crescent, London, W11","£5,500,000",Terraced,4.0,3.0,"3,235 sq ft"
Kensington High Street London W14,"£5,500,000",Penthouse,3.0,3.0,Ask agent
"Nutley Terrace, London, NW3","£5,500,000",Semi-Detached,4.0,4.0,Ask agent
"Dovehouse Street, Chelsea, London, SW3","£5,500,000",Terraced,4.0,2.0,"2,591 sq ft"
"Thames Quay, Chelsea Harbour, SW10","£5,000,000",Apartment,3.0,3.0,"3,452 sq ft"
"The Grange, Wimbledon, London, SW19","£5,500,000",Detached,6.0,3.0,Ask agent
"Davies Street, London, W1K","£5,500,000",Apartment,3.0,3.0,"2,868 sq ft"
"Richmond upon Thames, London, TW9","£5,500,000",Detached,14.0,10.0,Ask agent
"Netherhall Gardens, Hampstead, NW3","£5,500,000",Flat,3.0,3.0,"2,745 sq ft"
"Albert Gate Court, 
124 Knightsbridge, SW1X","£5,500,000",Flat,3.0,3.0,"1,836 sq ft"
"17 Hartington Road, Chiswick, W4 3TL","£5,500,000",House,,,"4,000 sq ft"
"Hendon Avenue, Finchley N3","£5,500,000",House,7.0,7.0,Ask agent
"Spencer Park, London, SW18","£5,500,000",Semi-Detached,6.0,5.0,"4,595 sq ft"
"Buckingham Mews, London, SW1E","£5,500,000",Mews,3.0,2.0,"2,237 sq ft"
"Shepherd Street, London, W1J","£5,500,000",Terraced,4.0,3.0,"2,216 sq ft"
"Hyde Park Gardens, Hyde Park, W2.","£5,500,000",Flat,3.0,2.0,"2,293 sq ft"
"South Audley Street, Mayfair, London, W1K","£5,500,000",Duplex,3.0,3.0,"1,945 sq ft"
"One Hyde Park, Knightsbridge, London","£5,500,000",Flat,1.0,1.0,"1,100 sq ft"
"Creefleet House, Kew Road, Richmond, Surrey, TW9","£5,500,000",Detached,13.0,14.0,"6,615 sq ft"
"Belvedere Avenue, Wimbledon, London, SW19","£5,500,000",Detached,,,"3,871 sq ft"
"Flood St, London, SW3","£5,500,000",Terraced,5.0,4.0,"3,112 sq ft"
"Eaton Square, Belgravia, London, SW1W","£5,500,000",Apartment,3.0,2.0,"1,627 sq ft"
"South Bank Tower, Southbank, London","£5,500,000",Apartment,3.0,3.0,"2,552 sq ft"
"Buckingham Mews, London, SW1E","£5,500,000",House,3.0,3.0,"2,285 sq ft"
"Christchurch Avenue, Brondesbury, London, NW6","£5,500,000",Detached,6.0,4.0,"4,377 sq ft"
"Flood Street, Chelsea, London, SW3","£5,500,000",Terraced,5.0,3.0,"2,986 sq ft"
"Chapter House, Parker Street, Covent Garden, WC2B","£5,495,000",Penthouse,3.0,3.0,"1,839 sq ft"
"Lincoln House, SW3","£5,495,000",Apartment,5.0,4.0,"2,448 sq ft"
"Park Place Villas, Little Venice, London W2","£5,495,000",House,5.0,2.0,"2,980 sq ft"
"Residence 101, 2 Lucan Place, London, SW3","£4,696,000",Apartment,2.0,2.0,"1,584 sq ft"
"Parliament Hill, London, NW3","£5,495,000",Semi-Detached,5.0,3.0,Ask agent
"Pont Street, Knightsbridge, London, SW1X, United Kingdom","£5,495,000",Flat,3.0,3.0,"2,096 sq ft"
"Eyre Court, Finchley Road, London, St John's Wood, London, NW8, United Kingdom","£5,495,000",Apartment,6.0,5.0,"3,662 sq ft"
"Redcliffe Road, London, SW10","£5,495,000",Terraced,5.0,3.0,"2,552 sq ft"
"Eyre Court, Finchley Road, St Johns Wood, NW8","£5,495,000",Apartment,6.0,5.0,"3,652 sq ft"
"Eyre Court, Finchley Road, London, NW8","£5,495,000",Apartment,6.0,5.0,"3,662 sq ft"
"Alexander Street, Notting Hill, London, W2","£5,475,000",Terraced,5.0,3.0,Ask agent
"Elystan Place, Chelsea, SW3","£5,450,000",Terraced,5.0,4.0,"2,855 sq ft"
"Wren House, 190 Strand, London","£5,450,000",Penthouse,4.0,3.0,"2,343 sq ft"
"Cadogan Gardens, London, SW3","£5,450,000",Apartment,3.0,3.0,"1,864 sq ft"
"Chester Row, Belgravia, London, SW1W","£5,450,000",Terraced,3.0,3.0,"2,398 sq ft"
"Cadogan Gardens, Chelsea, London, SW3","£5,450,000",Apartment,3.0,2.0,"1,864 sq ft"
"Strand, 190 Strand","£5,450,000",Flat,4.0,3.0,"2,379 sq ft"
Paultons Square,"£5,450,000",House,4.0,3.0,"2,247 sq ft"
"Upper Brook Street, London, W1K","£5,450,000",Flat,2.0,3.0,"1,122 sq ft"
"Alexander Street, Notting Hill, W2","£5,450,000",Town House,4.0,3.0,"2,837 sq ft"
"Elystan Place, Chelsea, London, SW3","£5,450,000",Terraced,4.0,4.0,"2,836 sq ft"
"Elm Place, South Kensington, SW7","£5,450,000",End of Terrace,2.0,2.0,"1,585 sq ft"
"Alexander Street, Notting Hill","£5,450,000",Terraced,4.0,3.0,"2,837 sq ft"
